customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,age
3082,Emlyn,Maile,M,68,1997-03-28,,Manufacturing,Mass Customer,N,Yes,2.0,25.1
3083,Cirillo,Duprey,M,44,1971-10-17,,,Mass Customer,N,Yes,12.0,50.5
3084,Birgit,Dowers,F,57,1959-07-16,Staff Scientist,Financial Services,Affluent Customer,N,Yes,16.0,62.8
3085,Kaleb,Eslemont,M,91,1978-01-21,Accountant IV,,Affluent Customer,N,No,5.0,44.3
3086,Pieter,Gadesby,U,18,,Biostatistician I,IT,High Net Worth,N,No,,
3087,Gerry,Scatcher,M,64,1986-04-02,Social Worker,Health,Mass Customer,N,No,9.0,36.1
3088,Hilarius,Trenbey,M,92,1974-05-09,,Retail,Affluent Customer,N,Yes,17.0,48.0
3089,Wood,Nathan,M,27,2000-02-24,Web Developer III,Manufacturing,Affluent Customer,N,Yes,2.0,22.2
3090,Zared,Pinchback,M,81,1964-12-06,Operator,Manufacturing,Mass Customer,N,No,8.0,57.4
3091,Guenevere,Treffry,F,88,1995-08-13,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,N,Yes,3.0,26.7
3092,Hallie,Blackden,F,8,1972-12-17,Statistician IV,,Affluent Customer,N,No,9.0,49.4
3093,Harwilll,Crimes,M,31,1992-04-01,Mechanical Systems Engineer,Property,High Net Worth,N,Yes,6.0,30.1
3094,Izak,Andreutti,M,51,1989-05-28,Biostatistician II,,Mass Customer,N,Yes,17.0,32.9
3095,Joachim,,M,14,1998-10-11,Staff Accountant IV,Retail,High Net Worth,N,Yes,2.0,23.5
3096,Lulu,Cabane,F,32,1973-06-28,Associate Professor,Financial Services,Mass Customer,N,No,10.0,48.8
3097,Alessandro,Casley,M,2,1978-05-09,Actuary,Financial Services,Affluent Customer,N,Yes,19.0,44.0
3098,Tiff,Ovett,F,77,1980-07-15,Dental Hygienist,Health,Mass Customer,N,No,12.0,41.8
3099,Shelli,Benitti,F,73,1996-11-26,,Retail,Mass Customer,N,Yes,3.0,25.4
3100,Peggy,Wrankling,F,19,1954-02-09,Recruiter,,Mass Customer,N,No,7.0,68.2
3101,Paxton,Lermit,M,68,1987-08-27,Geological Engineer,Manufacturing,High Net Worth,N,No,12.0,34.7
3102,Paquito,Maitland,M,37,1990-06-04,Assistant Manager,Property,Affluent Customer,N,No,2.0,31.9
3103,Shaylah,Hatchell,F,5,1953-10-21,Safety Technician II,Retail,Mass Customer,N,No,20.0,68.5
3104,Diahann,Blundan,F,19,1994-11-30,Business Systems Development Analyst,Property,Mass Customer,N,Yes,2.0,27.4
3105,Bryn,Rycraft,M,88,1965-10-14,Teacher,Health,Mass Customer,N,No,12.0,56.5
3106,Yetty,Conneely,F,13,1989-06-03,,Financial Services,Mass Customer,N,Yes,21.0,32.9
3107,Dell,Tremathick,F,98,1960-08-15,Legal Assistant,,High Net Worth,N,No,9.0,61.7
3108,Trip,Ahmed,M,94,1967-10-01,Accounting Assistant III,Entertainment,Mass Customer,N,No,10.0,54.6
3109,Jeralee,Domleo,F,75,1958-06-23,Automation Specialist II,Health,Mass Customer,N,Yes,10.0,63.9
3110,Fabien,Iacapucci,M,14,1994-02-11,Community Outreach Specialist,IT,Affluent Customer,N,Yes,8.0,28.2
3111,Maxwell,Blabber,M,42,1997-03-11,Associate Professor,Financial Services,Mass Customer,N,Yes,4.0,25.1
3112,Terri,Gornal,M,41,2001-04-22,Internal Auditor,Retail,High Net Worth,N,Yes,1.0,21.0
3113,Wenonah,Lethabridge,F,52,1969-12-06,Teacher,Property,Mass Customer,N,Yes,18.0,52.4
3114,Judah,Prime,M,48,1974-09-05,Teacher,IT,Mass Customer,N,Yes,18.0,47.6
3115,Rip,Spiers,M,40,1981-02-26,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,8.0,41.2
3116,Correy,Loynes,M,16,1978-06-29,,Health,Mass Customer,N,No,7.0,43.8
3117,Nisse,Marriage,F,68,1995-06-11,Cost Accountant,Financial Services,Affluent Customer,N,Yes,6.0,26.9
3118,Cleveland,Coxon,M,54,1993-01-22,Occupational Therapist,Health,High Net Worth,N,No,9.0,29.2
3119,Earle,Frisby,M,13,1960-01-11,,,High Net Worth,N,No,19.0,62.3
3120,Lauree,'O''Donnell',F,89,1979-02-04,Clinical Specialist,Health,Mass Customer,N,Yes,10.0,43.2
3121,Mahmoud,Batterbee,M,82,1959-05-11,Data Coordiator,Manufacturing,Mass Customer,N,No,19.0,63.0
3122,Cthrine,Orans,F,17,1980-08-17,,Manufacturing,High Net Worth,N,Yes,15.0,41.7
3123,Tina,Riggulsford,F,71,1976-08-17,Dental Hygienist,Health,High Net Worth,N,No,20.0,45.7
3124,Anastasie,Le Grand,F,73,1981-02-03,Account Executive,Retail,High Net Worth,N,Yes,9.0,41.2
3125,Krystyna,Scarasbrick,F,2,1978-08-21,Social Worker,Health,High Net Worth,N,Yes,5.0,43.7
3126,Bondon,Deeley,M,7,1986-10-16,Statistician IV,Financial Services,High Net Worth,N,No,12.0,35.5
3127,Tucker,Lewsley,M,39,1971-01-31,Research Nurse,Health,Mass Customer,N,No,10.0,51.2
3128,Betteanne,Alldread,F,96,1965-06-26,Geological Engineer,Manufacturing,High Net Worth,N,Yes,16.0,56.8
3129,Leola,Mandrier,F,44,1955-09-25,Analog Circuit Design manager,Property,High Net Worth,N,Yes,11.0,66.6
3130,Krissy,Robard,F,53,1971-01-25,VP Product Management,Telecommunications,Mass Customer,N,No,17.0,51.3
3131,Sybilla,'O'' Markey',F,63,1999-02-24,,Retail,Affluent Customer,N,Yes,3.0,23.2
3132,Nicko,Artois,M,33,1975-04-15,Sales Representative,Retail,Mass Customer,N,Yes,7.0,47.0
3133,Eda,MacCheyne,F,89,1999-05-10,Quality Control Specialist,Manufacturing,Mass Customer,N,No,2.0,22.9
3134,Pierette,Roseman,F,53,1995-01-20,,Manufacturing,Mass Customer,N,No,5.0,27.3
3135,Titus,Worsall,M,83,1962-01-14,Staff Scientist,Financial Services,Mass Customer,N,No,16.0,60.3
3136,Leonardo,Brennon,M,60,1998-08-25,Marketing Manager,Retail,Mass Customer,N,Yes,3.0,23.7
3137,Cathlene,,F,48,1993-03-13,Web Designer III,,Mass Customer,N,No,9.0,29.1
3138,Wait,Pardey,M,34,1971-02-19,Paralegal,Financial Services,Mass Customer,N,Yes,6.0,51.2
3139,Pail,De Blasi,M,65,1973-06-13,Paralegal,Financial Services,High Net Worth,N,Yes,17.0,48.9
3140,Britt,Muddimer,F,2,1985-06-11,Legal Assistant,Manufacturing,High Net Worth,N,No,16.0,36.9
3141,Esmaria,Kiernan,F,92,1995-11-04,Associate Professor,Retail,Mass Customer,N,Yes,3.0,26.5
3142,Hubert,Kliner,M,98,1992-08-04,Electrical Engineer,Manufacturing,Mass Customer,N,No,6.0,29.7
3143,Corabelle,Streatfeild,F,0,1996-10-24,Chief Design Engineer,Manufacturing,Mass Customer,N,No,5.0,25.5
3144,Ringo,Everson,M,94,1978-10-29,Programmer Analyst III,Manufacturing,Mass Customer,N,Yes,8.0,43.5
3145,Gar,Barnewille,M,17,1978-06-17,Paralegal,Financial Services,High Net Worth,N,Yes,7.0,43.9
3146,Fredrika,Kleinmintz,F,79,1978-01-28,Project Manager,Property,Mass Customer,N,No,15.0,44.2
3147,Bonnee,Farley,F,21,1976-10-02,,Retail,Affluent Customer,N,Yes,17.0,45.6
3148,Berky,Degoix,M,11,1974-10-09,Human Resources Assistant IV,,High Net Worth,N,Yes,10.0,47.5
3149,Caprice,Pack,F,31,1980-09-03,Tax Accountant,,Affluent Customer,N,Yes,5.0,41.6
3150,Morissa,Wolfendell,F,66,1991-10-07,Sales Associate,Financial Services,Mass Customer,N,No,5.0,30.5
3151,Thorn,Choffin,U,20,,Senior Developer,IT,Affluent Customer,N,Yes,,
3152,Lettie,McGenis,F,6,1999-06-07,Teacher,Financial Services,High Net Worth,N,Yes,3.0,22.9
3153,Hannis,Jakubovits,F,87,1973-12-30,Compensation Analyst,Financial Services,High Net Worth,N,No,15.0,48.3
3154,Angil,Ellesmere,F,63,1957-11-21,Desktop Support Technician,Telecommunications,Mass Customer,N,Yes,19.0,64.4
3155,Tiphani,Fritz,F,88,1976-12-25,Office Assistant I,IT,Affluent Customer,N,Yes,21.0,45.3
3156,Bearnard,Letixier,M,23,1976-09-28,,Financial Services,Mass Customer,N,No,4.0,45.6
3157,Hurlee,Fasson,M,46,1997-07-19,,Retail,Mass Customer,N,Yes,1.0,24.8
3158,Korey,Lansbury,M,27,1970-05-02,VP Quality Control,Telecommunications,Mass Customer,N,Yes,12.0,52.0
3159,Jesus,MacShirie,M,16,1967-02-01,,Financial Services,Affluent Customer,N,No,12.0,55.2
3160,Eadmund,Braycotton,M,87,1978-07-03,Mechanical Systems Engineer,IT,Mass Customer,N,No,21.0,43.8
3161,Cindie,Naldrett,F,71,1977-02-16,,Financial Services,Mass Customer,N,Yes,4.0,45.2
3162,Deanne,Delacour,F,76,1978-02-24,Media Manager IV,Argiculture,Mass Customer,N,Yes,15.0,44.2
3163,Irvine,Mc Mechan,M,38,1968-06-01,Environmental Specialist,Argiculture,Affluent Customer,N,No,19.0,53.9
3164,Hortensia,Rainger,F,53,1986-01-14,Human Resources Assistant II,Manufacturing,Mass Customer,N,Yes,14.0,36.3
3165,Vyky,Coppen,F,56,1975-05-18,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,10.0,46.9
3166,Bronson,Plowman,M,96,1955-05-11,Social Worker,Health,Mass Customer,N,No,20.0,67.0
3167,Vernor,Stedall,M,36,1995-01-20,Web Designer IV,Property,Mass Customer,N,No,5.0,27.3
3168,Johan,Dudderidge,M,89,1976-02-16,Assistant Manager,Health,Affluent Customer,N,No,22.0,46.2
3169,Maxim,Chavrin,M,96,1964-01-12,Payment Adjustment Coordinator,IT,Mass Customer,N,Yes,19.0,58.3
3170,Bethanne,Kytter,F,67,1968-01-26,Nurse Practicioner,Entertainment,Mass Customer,N,No,11.0,54.3
3171,Leif,,M,36,1967-05-23,Account Coordinator,Financial Services,Affluent Customer,N,Yes,10.0,54.9
3172,Marje,Kennewell,F,69,1961-12-17,,Retail,Affluent Customer,N,No,5.0,60.4
3173,Angelo,,M,55,2001-10-10,Computer Systems Analyst I,Health,Mass Customer,N,Yes,1.0,20.5
3174,Odele,Blackmore,F,67,1976-11-16,Research Associate,Financial Services,Affluent Customer,N,No,9.0,45.4
3175,Alphard,Cradduck,M,82,1984-12-30,Operator,Health,Mass Customer,N,No,16.0,37.3
3176,Rafe,Antoniak,M,60,1977-12-04,Physical Therapy Assistant,,Affluent Customer,N,No,16.0,44.4
3177,Titos,Scanes,M,93,1978-05-07,Database Administrator IV,,Affluent Customer,N,No,6.0,44.0
3178,Gan,Marrion,M,21,1971-09-28,VP Quality Control,Retail,Mass Customer,N,Yes,9.0,50.6
3179,Jarid,Redwood,M,87,1979-11-04,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,17.0,42.5
3180,Gage,,M,96,1974-06-14,Business Systems Development Analyst,IT,Mass Customer,N,Yes,19.0,47.9
3181,Ferd,Chominski,M,39,1976-09-29,Senior Editor,Financial Services,High Net Worth,N,No,6.0,45.6
3182,Catherina,Hammel,F,50,1967-10-03,,Financial Services,Affluent Customer,N,No,15.0,54.6
3183,Craig,Phethean,M,64,1974-06-19,Junior Executive,Health,Mass Customer,N,No,14.0,47.9
3184,Marlee,Brundle,F,2,1976-11-08,Civil Engineer,Manufacturing,Affluent Customer,N,Yes,7.0,45.5
3185,Duky,Crichley,M,25,1956-01-18,Senior Financial Analyst,Financial Services,Mass Customer,N,No,10.0,66.3
3186,Rora,Warre,F,22,1997-05-09,,,Mass Customer,N,Yes,2.0,25.0
3187,Samuele,Roycroft,M,75,1974-05-12,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,14.0,48.0
3188,Boyd,,M,94,1999-07-07,Actuary,Financial Services,Mass Customer,N,No,1.0,22.8
3189,Abbott,Knaggs,M,40,1963-03-01,Environmental Specialist,Financial Services,Mass Customer,N,No,11.0,59.2
3190,Lizabeth,Carswell,F,18,1985-02-05,,,Affluent Customer,N,No,15.0,37.2
3191,Bobbette,Amps,F,29,1959-07-08,Director of Sales,Financial Services,Affluent Customer,N,Yes,12.0,62.8
3192,Illa,Klemenz,F,37,1968-09-18,Payment Adjustment Coordinator,Financial Services,High Net Worth,N,Yes,16.0,53.6
3193,Augusta,Henryson,F,6,1978-07-04,Web Designer IV,Property,High Net Worth,N,No,7.0,43.8
3194,Hakeem,Bernardinelli,M,38,1978-03-11,Physical Therapy Assistant,Manufacturing,Mass Customer,N,No,11.0,44.1
3195,Vickie,West,F,4,1981-03-30,Tax Accountant,Manufacturing,Mass Customer,N,No,18.0,41.1
3196,Teddi,Adcocks,F,11,1977-08-04,Engineer IV,Health,Mass Customer,N,No,8.0,44.7
3197,Stern,Ilyenko,M,83,1976-02-18,Environmental Specialist,Health,High Net Worth,N,No,14.0,46.2
3198,Dur,Knappen,M,66,1997-08-02,Media Manager III,Manufacturing,Mass Customer,N,Yes,1.0,24.7
3199,Florry,Neasam,F,98,1969-08-31,Product Engineer,,Mass Customer,N,Yes,15.0,52.7
3200,Marna,,F,51,1995-11-03,Environmental Tech,Manufacturing,Mass Customer,N,No,1.0,26.5
3201,Zed,Blanckley,M,61,2000-03-31,Assistant Professor,Financial Services,Mass Customer,N,Yes,1.0,22.1
3202,Garry,Gadson,M,74,1994-09-10,Office Assistant IV,Financial Services,Mass Customer,N,Yes,2.0,27.6
3203,Swen,Merioth,M,25,1985-02-05,GIS Technical Architect,,Affluent Customer,N,Yes,7.0,37.2
3204,Ibby,Beedon,F,51,1994-11-26,Media Manager III,Health,Mass Customer,N,Yes,4.0,27.4
3205,Egan,Flockhart,M,35,1959-04-20,Account Executive,,Mass Customer,N,No,20.0,63.0
3206,Elbertine,Trewin,F,32,1995-03-23,Financial Advisor,Financial Services,Mass Customer,N,No,1.0,27.1
3207,Anica,Halfhyde,F,46,1987-08-29,,,Mass Customer,N,No,21.0,34.7
3208,Jeanne,'O''Meara',F,53,1967-02-06,VP Marketing,,High Net Worth,N,No,15.0,55.2
3209,Clarie,Markushkin,F,10,1964-03-28,Civil Engineer,Manufacturing,Affluent Customer,N,No,15.0,58.1
3210,Stella,Abreheart,F,80,1988-02-01,Junior Executive,Manufacturing,Mass Customer,N,No,1.0,34.2
3211,Betsy,Cosh,F,52,1993-06-12,Automation Specialist II,Health,High Net Worth,N,,7.0,28.9
3212,Corella,Bartomeu,F,62,1981-01-15,Analog Circuit Design manager,Financial Services,Affluent Customer,N,No,13.0,41.3
3213,Marcile,Vasiliev,F,27,1971-09-26,,Telecommunications,Affluent Customer,N,Yes,16.0,50.6
3214,Cindelyn,Balas,F,2,1993-01-21,Software Engineer III,Financial Services,Mass Customer,N,Yes,9.0,29.2
3215,Wolfgang,Raffles,M,14,1976-09-28,General Manager,,Mass Customer,N,Yes,7.0,45.6
3216,Edgar,Ordish,M,59,1998-05-08,Database Administrator III,Manufacturing,Mass Customer,N,Yes,1.0,24.0
3217,Lorena,Titterrell,F,95,1968-03-12,Physical Therapy Assistant,Manufacturing,Mass Customer,N,No,8.0,54.1
3218,Conny,Starbeck,F,38,1976-02-12,Information Systems Manager,Argiculture,Mass Customer,N,Yes,22.0,46.2
3219,Denyse,Scutts,F,94,1998-01-06,Web Developer III,Financial Services,Mass Customer,N,No,3.0,24.3
3220,Hunt,Linn,M,53,1972-07-26,Research Assistant IV,Manufacturing,Affluent Customer,N,No,11.0,49.8
3221,Brigid,Quigley,F,59,1959-09-25,Internal Auditor,Property,High Net Worth,N,Yes,11.0,62.6
3222,Caralie,Sellors,U,40,,Senior Editor,IT,Affluent Customer,N,No,,
3223,Tiffi,Wortt,U,44,,Database Administrator III,IT,Mass Customer,N,Yes,,
3224,Darell,Mulqueeny,F,67,1996-03-12,Automation Specialist III,Manufacturing,Affluent Customer,N,No,3.0,26.1
3225,Durante,Reddan,M,19,1980-06-19,Chief Design Engineer,Health,Mass Customer,N,Yes,4.0,41.8
3226,Andi,Whittet,F,43,1973-03-29,,Entertainment,Affluent Customer,N,No,11.0,49.1
3227,Costa,Sharpin,M,37,1995-12-06,,Manufacturing,Affluent Customer,N,,2.0,26.4
3228,Margette,Donaghie,F,36,1964-08-16,Social Worker,Health,Mass Customer,N,No,13.0,57.7
3229,Carrol,Gheorghie,M,69,1964-10-18,Sales Representative,Retail,High Net Worth,N,Yes,6.0,57.5
3230,Calida,Clardge,F,31,1970-02-14,Executive Secretary,Financial Services,Mass Customer,N,No,12.0,52.2
3231,Cazzie,Gravell,M,84,1976-05-29,,,Affluent Customer,N,Yes,16.0,45.9
3232,Rose,Milsom,F,7,1993-10-10,Payment Adjustment Coordinator,Financial Services,Mass Customer,N,Yes,9.0,28.5
3233,Xever,Feeley,M,7,1959-01-06,Tax Accountant,Financial Services,Mass Customer,N,Yes,17.0,63.3
3234,Mata,Hoggan,M,35,1987-04-15,Safety Technician II,Manufacturing,Mass Customer,N,Yes,19.0,35.0
3235,Leif,Woolfall,M,88,1965-05-15,Business Systems Development Analyst,Property,Affluent Customer,N,Yes,12.0,57.0
3236,Edsel,Arguile,M,37,1993-04-01,,Manufacturing,Mass Customer,N,Yes,5.0,29.1
3237,Astrid,Sumnall,F,94,1964-08-15,Assistant Manager,Manufacturing,Mass Customer,N,No,13.0,57.7
3238,Sauveur,Edmands,M,23,1977-07-20,Executive Secretary,Retail,Mass Customer,N,No,14.0,44.8
3239,Wendi,Hew,F,15,1971-12-06,Staff Scientist,Health,High Net Worth,N,No,5.0,50.4
3240,Ryon,Elsay,M,90,1976-09-04,Chief Design Engineer,,Mass Customer,N,Yes,6.0,45.6
3241,Milt,Erett,M,34,1979-10-29,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,N,Yes,16.0,42.5
3242,Lib,Schohier,F,4,1958-03-07,General Manager,Manufacturing,Affluent Customer,N,Yes,14.0,64.2
3243,Tim,Besset,M,24,1973-05-19,Media Manager I,Health,Mass Customer,N,No,7.0,48.9
3244,Rosene,Bullar,F,24,1959-05-08,Systems Administrator I,Financial Services,Mass Customer,N,No,13.0,63.0
3245,Wainwright,Succamore,M,86,1959-03-27,Graphic Designer,IT,High Net Worth,N,No,7.0,63.1
3246,Norene,Merle,F,73,1968-05-20,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,4.0,53.9
3247,Bellanca,Raymond,F,0,1985-04-09,Structural Engineer,Manufacturing,Mass Customer,N,Yes,5.0,37.0
3248,Alastair,Van der Beken,M,32,1957-05-15,Programmer Analyst II,,Affluent Customer,N,No,5.0,65.0
3249,Cortney,Leet,F,46,1981-08-23,Analog Circuit Design manager,Manufacturing,Mass Customer,N,Yes,14.0,40.7
3250,Hussein,Ticic,M,27,1992-04-16,,Argiculture,High Net Worth,N,Yes,4.0,30.0
3251,Cammie,Edridge,F,95,1976-08-27,Safety Technician II,Financial Services,High Net Worth,N,Yes,8.0,45.7
3252,Alexia,McTerrelly,F,59,1987-06-15,GIS Technical Architect,,High Net Worth,N,Yes,14.0,34.9
3253,Bernadine,Shakeshaft,F,42,1990-02-10,Cost Accountant,Financial Services,High Net Worth,N,Yes,7.0,32.2
3254,Lissy,Paliser,F,8,2001-05-22,Human Resources Assistant I,Financial Services,Mass Customer,N,No,1.0,20.9
3255,Sutherlan,Truin,U,47,,Engineer IV,IT,High Net Worth,N,No,,
3256,Collen,Kew,F,76,1986-02-06,Professor,Financial Services,Affluent Customer,N,No,6.0,36.2
3257,Travis,Hulatt,M,64,1980-05-07,Senior Editor,,Mass Customer,N,Yes,10.0,42.0
3258,Hettie,Godden,F,77,1978-12-10,Sales Representative,Retail,Mass Customer,N,Yes,18.0,43.4
3259,Rabi,,M,74,1953-11-04,Quality Control Specialist,,High Net Worth,N,No,10.0,68.5
3260,Kelsy,Rao,F,6,1979-05-30,Research Associate,Telecommunications,High Net Worth,N,No,11.0,42.9
3261,Benedicto,Blumire,M,6,1975-01-30,,Property,Mass Customer,N,Yes,5.0,47.2
3262,Maynord,'L''Episcopi',M,65,1959-10-14,Product Engineer,Entertainment,Mass Customer,N,No,12.0,62.5
3263,Quentin,Forte,F,37,1981-08-21,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,No,5.0,40.7
3264,Garret,Higginbottam,M,88,1978-08-19,,Financial Services,Mass Customer,N,Yes,17.0,43.7
3265,Isaak,Higounet,M,64,1967-06-02,Clinical Specialist,Health,High Net Worth,N,No,11.0,54.9
3266,Lambert,Edser,M,68,1995-05-21,Account Representative III,,Mass Customer,N,Yes,5.0,26.9
3267,Gerri,Prott,M,20,1987-05-30,,Property,High Net Worth,N,Yes,9.0,34.9
3268,Estelle,Sam,F,93,1986-05-31,General Manager,Manufacturing,Mass Customer,N,No,20.0,35.9
3269,Kalvin,Paskin,M,96,1994-12-01,GIS Technical Architect,,Mass Customer,N,No,1.0,27.4
3270,Tracey,Redsull,M,47,1957-04-12,Administrative Officer,Financial Services,Mass Customer,N,Yes,5.0,65.1
3271,Daisi,Philip,F,21,1986-04-18,Chief Design Engineer,Property,High Net Worth,N,Yes,16.0,36.0
3272,Bar,Frankcom,M,75,1993-06-04,Payment Adjustment Coordinator,,Affluent Customer,N,No,9.0,28.9
3273,Darline,Alpes,F,72,1978-05-17,General Manager,Entertainment,Mass Customer,N,No,11.0,43.9
3274,Tory,Dosdell,F,44,1973-04-26,,Financial Services,Mass Customer,N,Yes,18.0,49.0
3275,Lela,Carrell,F,24,1975-10-22,Computer Systems Analyst IV,Manufacturing,Mass Customer,N,No,6.0,46.5
3276,Goddart,Pavelin,M,10,1979-04-18,Legal Assistant,,High Net Worth,N,No,3.0,43.0
3277,Demetris,Shapcote,M,92,1962-04-20,Computer Systems Analyst I,,Affluent Customer,N,No,10.0,60.0
3278,Marcel,Eddolls,M,66,1982-06-22,VP Product Management,Financial Services,Affluent Customer,N,No,9.0,39.8
3279,Morgun,Razoux,M,55,1959-02-18,Staff Scientist,Financial Services,Mass Customer,N,No,14.0,63.2
3280,Micki,McNamara,F,49,1987-05-02,General Manager,Financial Services,Mass Customer,N,Yes,21.0,35.0
3281,Peg,Cliff,F,67,1998-02-22,Administrative Assistant III,,Mass Customer,N,No,4.0,24.2
3282,Helga,Nuzzi,F,8,1959-04-24,Clinical Specialist,Health,High Net Worth,N,No,13.0,63.0
3283,Rowe,Barbary,F,46,1979-01-15,Administrative Officer,Property,Mass Customer,N,Yes,6.0,43.3
3284,Jorrie,Cerman,F,98,1991-08-28,Chief Design Engineer,Retail,Affluent Customer,N,No,2.0,30.7
3285,Mendie,Teresi,M,51,1986-12-30,Recruiter,Health,Affluent Customer,N,Yes,9.0,35.3
3286,Kent,Hatter,M,23,1961-06-02,Assistant Media Planner,Entertainment,Mass Customer,N,No,20.0,60.9
3287,Marys,Vazquez,F,30,1986-01-06,Account Executive,,Affluent Customer,N,,4.0,36.3
3288,Fair,Dewen,U,47,,Engineer III,IT,High Net Worth,N,No,,
3289,Frederico,Spearman,M,43,1978-01-04,Assistant Manager,Property,Mass Customer,N,No,12.0,44.3
3290,Brandyn,Gain,M,22,1962-09-18,,Manufacturing,High Net Worth,N,Yes,18.0,59.6
3291,Cindy,Eakin,F,33,1956-01-21,Staff Accountant II,Manufacturing,Mass Customer,N,No,13.0,66.3
3292,Hamlen,Slograve,M,71,1973-04-09,Web Designer I,Retail,Affluent Customer,N,Yes,3.0,49.0
3293,Peg,Woodstock,F,98,1986-01-22,Automation Specialist IV,,High Net Worth,N,,17.0,36.3
3294,Juditha,Leidl,F,90,1986-06-26,Director of Sales,Manufacturing,Affluent Customer,N,,6.0,35.8
3295,Cleavland,Karchowski,M,14,1964-05-26,Human Resources Assistant III,Retail,High Net Worth,N,Yes,9.0,57.9
3296,Leontyne,Jackett,F,78,1974-11-11,Quality Engineer,Financial Services,Affluent Customer,N,,17.0,47.5
3297,Addy,Moukes,M,39,1975-04-26,Product Engineer,Manufacturing,Mass Customer,N,No,13.0,47.0
3298,Christine,Baignard,U,1,,VP Quality Control,IT,Affluent Customer,N,,,
3299,Sybille,Ballsdon,F,27,1980-04-10,Systems Administrator II,Manufacturing,Affluent Customer,N,,12.0,42.0
3300,Quintus,Gouldthorpe,M,47,1961-05-22,Executive Secretary,Retail,Mass Customer,N,,14.0,60.9
3301,Guntar,'O''Halloran',M,5,1987-03-21,Associate Professor,,Mass Customer,N,,6.0,35.1
3302,Faulkner,McKiernan,M,17,1956-10-30,Compensation Analyst,Financial Services,Affluent Customer,N,,19.0,65.5
3303,Ced,Cuell,M,51,1967-02-02,Structural Engineer,Telecommunications,Affluent Customer,N,,11.0,55.2
3304,Tymothy,Rodder,M,43,1981-01-19,,,Mass Customer,N,,12.0,41.3
3305,Neddy,La Grange,M,25,1977-02-16,Senior Developer,Health,Mass Customer,N,,11.0,45.2
3306,Iggy,Whorton,M,50,1991-05-17,Compensation Analyst,Financial Services,Mass Customer,N,,7.0,30.9
3307,Portia,Thirlwall,F,96,1978-09-02,Analyst Programmer,Health,High Net Worth,N,,14.0,43.6
3308,Daffi,Idale,F,5,1979-05-20,Cost Accountant,Financial Services,Mass Customer,N,,14.0,42.9
3309,Christie,Bremeyer,M,34,1974-12-14,Senior Sales Associate,,High Net Worth,N,,3.0,47.4
3310,Bethany,Jarrell,F,83,1961-10-29,VP Marketing,Property,Affluent Customer,N,,12.0,60.5
3311,Clary,Bennitt,F,57,1979-12-21,Civil Engineer,Manufacturing,Mass Customer,N,,8.0,42.3
3312,Franky,Nanninini,U,49,,Administrative Officer,IT,High Net Worth,N,,,
3313,Kori,Antoshin,F,10,1995-03-15,,Property,High Net Worth,N,,5.0,27.1
3314,Blakelee,Tassel,F,50,1972-10-31,,Financial Services,Mass Customer,N,,12.0,49.5
3315,Ninnette,Pandey,F,77,1994-09-08,Account Executive,Property,Mass Customer,N,,5.0,27.6
3316,Stoddard,Giacomoni,F,31,1960-09-02,Structural Analysis Engineer,,Mass Customer,N,,18.0,61.7
3317,Ric,Kondrachenko,M,35,1970-07-08,Actuary,Financial Services,Mass Customer,N,,11.0,51.8
3318,Courtnay,Allmen,M,37,1962-02-07,,Manufacturing,High Net Worth,N,0,19.0,60.2
3319,Erda,,F,67,1966-04-04,,Financial Services,Affluent Customer,N,,19.0,56.1
3320,Anabella,Mealham,F,16,1994-06-02,Nuclear Power Engineer,Manufacturing,High Net Worth,N,,6.0,27.9
3321,Ives,,M,38,1980-05-10,Software Test Engineer I,,High Net Worth,N,Yes,14.0,42.0
3322,Hew,Sworder,U,24,,Financial Analyst,Financial Services,Affluent Customer,N,,,
3323,Cortie,Hamshar,M,99,1973-03-01,Account Representative I,Health,High Net Worth,N,,8.0,49.2
3324,Sholom,,M,32,1973-07-11,Research Nurse,Health,Mass Customer,N,,10.0,48.8
3325,Sylas,,M,80,1996-10-08,Database Administrator IV,Manufacturing,High Net Worth,N,,1.0,25.5
3326,Wes,Crotch,M,83,1975-04-13,Nurse,Manufacturing,High Net Worth,N,,22.0,47.0
3327,Roma,Le Gallo,M,84,1973-02-02,Teacher,Manufacturing,Mass Customer,N,0,15.0,49.2
3328,Arabella,Delgaty,F,58,1961-08-06,Food Chemist,Health,Mass Customer,N,,6.0,60.7
3329,Karissa,Leal,F,97,1974-08-06,,,High Net Worth,N,,13.0,47.7
3330,Tina,Pristnor,F,70,1955-11-06,,Health,Mass Customer,N,,18.0,66.5
3331,Claire,Trahar,F,18,1971-09-20,Technical Writer,Financial Services,Mass Customer,N,,8.0,50.6
3332,Cissy,Jeffress,F,43,1998-09-24,Account Representative III,Health,Mass Customer,N,,3.0,23.6
